"","Q_file","qbf_excess","peak_excess","thres","qbf_rp","1","1.5","2","2.5","3","3.5","4","4.5","5","10"
"1",USGS_05453100.csv,151,559,18.78733908,0.407829929241838,322.458746268995,380.134106484702,421.840387382352,462.202696572605,501.55531046689,539.909998353708,577.27852952156,613.672673258947,649.104198854373,953.06470047102
"2",USGS_05453100.csv,151,445,46.9683477,0.408400911624523,321.176861641307,379.486681834027,418.304806856548,451.718944861575,484.409831243389,516.330115748967,547.488672457268,577.894375447249,607.55609879787,865.2067495102
"3",USGS_05453100.csv,151,309,93.9366954,0.410295273093061,320.922726216546,376.301083401462,418.0207889667,449.457980355341,476.122786055455,502.474229421223,528.302070184601,553.563541180556,578.265103060089,795.907063672204
"4",USGS_05453100.csv,151,218,140.9050431,0.411005500582721,321.019760455934,374.547175306132,414.492330007881,446.762198548233,474.707803824431,498.809933696014,519.86935198584,538.822155422971,557.196989064792,723.428698142177
