station_id_qbf,QBFobs,catchment_id,reach_id,StationID_gdr,source_station_id_qbf,domain,segment_id,lon,lat
900996,187.8733908,360000268,360692678,USGS_05453100,5453100,MISS,360104762,-92.064792,41.81272566
